[2014-03-25 17:49:11.047] [ERROR] log4jslog - { [Error: listen EADDRINUSE] code: 'EADDRINUSE', errno: 'EADDRINUSE', syscall: 'listen' }
Error: listen EADDRINUSE
    at errnoException (net.js:904:11)
    at Server._listen2 (net.js:1042:14)
    at listen (net.js:1064:10)
    at Server.listen (net.js:1138:5)
    at Object.<anonymous> (/var/www/reestr/nodejs/test.js:62:34)
    at Module._compile (module.js:456:26)
    at Object.Module._extensions..js (module.js:474:10)
    at Module.load (module.js:356:32)
    at Function.Module._load (module.js:312:12)
    at Function.Module.runMain (module.js:497:10)
[2014-03-25 17:49:43.033] [ERROR] log4jslog - 195.88.198.248 - - "GET /api/cards/captcha.png?r=0.83716172095409 HTTP/1.1" 200 - "http://178.159.249.92/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0"
[2014-03-25 17:50:08.494] [ERROR] log4jslog - 80.68.69.70 - - "GET / HTTP/1.1" 200 5584 "" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.599] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 101601 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.638] [ERROR] log4jslog - 80.68.69.70 - - "GET /css/styles.css HTTP/1.1" 200 1273 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.641] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/jquery/jquery-1.10.2.min.js HTTP/1.1" 200 93113 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.643] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 29102 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.644] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/angular/angular-route.min.js HTTP/1.1" 200 3761 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.647] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/angular/angular.min.js HTTP/1.1" 200 100447 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.666] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/plupload/plupload.full.js HTTP/1.1" 304 - "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.666] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/ui-bootstrap/ui-bootstrap-tpls-0.10.0.min.js HTTP/1.1" 200 53012 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
[2014-03-25 17:50:08.683] [ERROR] log4jslog - 80.68.69.70 - - "GET /lib/socket.io.min.js HTTP/1.1" 200 44815 "https://reestr.plat-sys.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
